question,category
What is fault tolerance?,"Model Deployment (Flask, FastAPI, Docker)"
What is container rollback?,"Model Deployment (Flask, FastAPI, Docker)"
What is autoscaling in Kubernetes?,"Model Deployment (Flask, FastAPI, Docker)"
What are Docker volumes used for?,"Model Deployment (Flask, FastAPI, Docker)"
What is an API gateway?,"Model Deployment (Flask, FastAPI, Docker)"
What is model monitoring in machine learning?,Model Monitoring
Why is model monitoring important?,Model Monitoring
What metrics are commonly used in model monitoring?,Model Monitoring
What is data drift?,Model Monitoring
What is concept drift?,Model Monitoring
What is model degradation?,Model Monitoring
What tools can be used for model monitoring?,Model Monitoring
What is the role of logging in model monitoring?,Model Monitoring
What is real-time monitoring?,Model Monitoring
What is batch monitoring?,Model Monitoring
What does “alerting” mean in monitoring?,Model Monitoring
How can dashboards help in monitoring?,Model Monitoring
What is the difference between offline and online monitoring?,Model Monitoring
Why log both inputs and outputs?,Model Monitoring
What is model retraining?,Model Monitoring
What is bias monitoring?,Model Monitoring
How does monitoring help with compliance?,Model Monitoring
What is performance baseline in monitoring?,Model Monitoring
What causes performance drift?,Model Monitoring
What is monitoring latency?,Model Monitoring
What is a monitoring pipeline?,Model Monitoring
What is model explainability in monitoring?,Model Monitoring
What is an anomaly in monitoring?,Model Monitoring
What is model rollback?,Model Monitoring
What is feedback loop in monitoring?,Model Monitoring
What is continuous monitoring?,Model Monitoring
What is model validation drift?,Model Monitoring
What are KPI metrics in ML monitoring?,Model Monitoring
How do you detect data drift in production?,Model Monitoring
How can you monitor model latency?,Model Monitoring
How do you log predictions efficiently?,Model Monitoring
What is feature importance drift?,Model Monitoring
What is PSI (Population Stability Index)?,Model Monitoring
How do you visualize model performance trends?,Model Monitoring
What are data quality checks in monitoring?,Model Monitoring
How do you handle concept drift?,Model Monitoring
How do you monitor multiple models in production?,Model Monitoring
What is retraining frequency?,Model Monitoring
How can human feedback help in monitoring?,Model Monitoring
What is shadow deployment in monitoring?,Model Monitoring
How to track feature drift?,Model Monitoring
What is metric drift thresholding?,Model Monitoring
How do you ensure monitoring scalability?,Model Monitoring
What’s the role of Prometheus in ML monitoring?,Model Monitoring
How to detect model bias drift?,Model Monitoring
What is an alert fatigue issue?,Model Monitoring
What is continuous evaluation?,Model Monitoring
What are golden datasets?,Model Monitoring
How to log and audit predictions securely?,Model Monitoring
How to manage monitoring for ensemble models?,Model Monitoring
How to ensure monitoring doesn’t add latency?,Model Monitoring
How to handle missing monitoring data?,Model Monitoring
How to integrate monitoring with CI/CD?,Model Monitoring
What are statistical drift tests?,Model Monitoring
What is calibration monitoring?,Model Monitoring
What is prediction confidence monitoring?,Model Monitoring
What is the difference between model and data drift?,Model Monitoring
What is the main challenge in model monitoring?,Model Monitoring
How do you build a custom monitoring pipeline?,Model Monitoring
How do you detect hidden concept drift?,Model Monitoring
How can you automate drift detection?,Model Monitoring
What is an adaptive thresholding system?,Model Monitoring
How do you monitor unsupervised models?,Model Monitoring
How to ensure monitoring works under high load?,Model Monitoring
What are leading indicators of model failure?,Model Monitoring
How can you correlate drift with business KPIs?,Model Monitoring
What is model observability?,Model Monitoring
How to use Explainable AI for monitoring?,Model Monitoring
How to monitor deep learning models?,Model Monitoring
What are best practices for retraining triggers?,Model Monitoring
What is active learning in model monitoring?,Model Monitoring
How to detect silent failures?,Model Monitoring
How to monitor reinforcement learning agents?,Model Monitoring
How can monitoring reduce technical debt?,Model Monitoring
What’s the difference between monitoring and observability?,Model Monitoring
How to use anomaly detection for monitoring?,Model Monitoring
What is self-healing model monitoring?,Model Monitoring
How can you use embeddings for drift detection?,Model Monitoring
What is model governance in monitoring?,Model Monitoring
How to test your monitoring pipeline?,Model Monitoring
How to handle delayed ground truth?,Model Monitoring
What is concept evolution?,Model Monitoring
How to integrate MLflow with monitoring?,Model Monitoring
How to detect cascading model failures?,Model Monitoring
How can you monitor feature interactions?,Model Monitoring
How to evaluate monitoring effectiveness?,Model Monitoring
What is continuous learning pipeline?,Model Monitoring
How do you apply differential privacy in monitoring?,Model Monitoring
What are key monitoring metrics for LLMs?,Model Monitoring
How do you benchmark monitoring tools?,Model Monitoring
What is monitoring maturity model?,Model Monitoring
How do you build predictive monitoring systems?,Model Monitoring
What does CI/CD stand for in ML?,CI/CD for ML
Why is CI/CD important in ML projects?,CI/CD for ML
What is the main goal of CI in ML?,CI/CD for ML
What is the main goal of CD in ML?,CI/CD for ML
What tools are commonly used for CI/CD in ML?,CI/CD for ML
What is a pipeline in CI/CD?,CI/CD for ML
What is model versioning in CI/CD?,CI/CD for ML
How does CI/CD improve collaboration?,CI/CD for ML
What is continuous training (CT)?,CI/CD for ML
What does “build” mean in CI/CD?,CI/CD for ML
What is the difference between CI and CD?,CI/CD for ML
What is model registry?,CI/CD for ML
What is automated testing in CI/CD?,CI/CD for ML
What is rollback in CI/CD?,CI/CD for ML
What is the benefit of using Docker in CI/CD?,CI/CD for ML
What is MLflow?,CI/CD for ML
What is the role of data validation in CI/CD?,CI/CD for ML
What is a deployment pipeline?,CI/CD for ML
What is continuous feedback?,CI/CD for ML
What does YAML define in CI/CD?,CI/CD for ML
What are stages in a CI/CD pipeline?,CI/CD for ML
What is code linting in CI/CD?,CI/CD for ML
What is unit testing in ML pipelines?,CI/CD for ML
What is the role of Git in CI/CD?,CI/CD for ML
What is pipeline automation?,CI/CD for ML
What is a trigger in CI/CD?,CI/CD for ML
What is an artifact in CI/CD?,CI/CD for ML
What’s the benefit of automating deployment?,CI/CD for ML
What is reproducibility in CI/CD?,CI/CD for ML
How is CI/CD different for ML vs traditional software?,CI/CD for ML
How do you test ML models automatically?,CI/CD for ML
What’s a feature store in CI/CD pipelines?,CI/CD for ML
What is data drift detection in CI/CD?,CI/CD for ML
How can CI/CD help in retraining models?,CI/CD for ML
What is A/B testing in CI/CD?,CI/CD for ML
What is the purpose of canary deployment?,CI/CD for ML
What is model validation in CI/CD?,CI/CD for ML
How does GitOps relate to CI/CD?,CI/CD for ML
What are integration tests in ML pipelines?,CI/CD for ML
How do you automate hyperparameter tuning in CI/CD?,CI/CD for ML
What’s the benefit of using Kubernetes for CI/CD?,CI/CD for ML
What is ML metadata tracking?,CI/CD for ML
What is a model promotion workflow?,CI/CD for ML
What are rollback strategies in ML CI/CD?,CI/CD for ML
How do you secure CI/CD pipelines?,CI/CD for ML
What are pipeline triggers?,CI/CD for ML
What are best practices for testing ML models in CI/CD?,CI/CD for ML
How do you handle large datasets in CI/CD?,CI/CD for ML
How does Docker improve ML reproducibility?,CI/CD for ML
What is model drift alerting?,CI/CD for ML
What is a staging environment?,CI/CD for ML
What is ML metadata versioning?,CI/CD for ML
What’s the benefit of modular pipelines?,CI/CD for ML
What is a blue-green deployment?,CI/CD for ML
How do you monitor CI/CD failures?,CI/CD for ML
How do you implement unit tests for ML?,CI/CD for ML
How to automate retraining triggers?,CI/CD for ML
What is experiment tracking in CI/CD?,CI/CD for ML
What are artifacts in ML pipelines?,CI/CD for ML
What’s the challenge of reproducibility in ML CI/CD?,CI/CD for ML
How do you integrate monitoring with CI/CD?,CI/CD for ML
How do you design an end-to-end CI/CD pipeline for ML?,CI/CD for ML
How do you manage model dependencies in CI/CD?,CI/CD for ML
How do you version control ML models?,CI/CD for ML
What’s the role of feature drift detection in CI/CD?,CI/CD for ML
How do you integrate data pipelines with CI/CD?,CI/CD for ML
How to ensure secure model deployment?,CI/CD for ML
How do you measure CI/CD performance?,CI/CD for ML
How can you use MLflow in CI/CD pipelines?,CI/CD for ML
What are DAGs in ML pipelines?,CI/CD for ML
What is continuous model evaluation?,CI/CD for ML
What are the challenges of CI/CD in MLOps?,CI/CD for ML
How do you test pipelines automatically?,CI/CD for ML
How do you automate model approval workflows?,CI/CD for ML
How can you integrate Argo Workflows?,CI/CD for ML
What’s the role of Airflow in CI/CD for ML?,CI/CD for ML
How do you deploy models with zero downtime?,CI/CD for ML
What is model reproducibility testing?,CI/CD for ML
How do you validate CI/CD pipeline configurations?,CI/CD for ML
How do you enforce governance in ML CI/CD?,CI/CD for ML
How to measure ROI of CI/CD pipelines?,CI/CD for ML
What is pipeline observability?,CI/CD for ML
How do you handle secrets in CI/CD?,CI/CD for ML
How can CI/CD reduce model drift impact?,CI/CD for ML
How to containerize model training pipelines?,CI/CD for ML
What is rollback automation?,CI/CD for ML
What are the scalability challenges in ML CI/CD?,CI/CD for ML
What is data lineage tracking?,CI/CD for ML
How can you integrate Jenkins with ML workflows?,CI/CD for ML
What is reproducibility testing in pipelines?,CI/CD for ML
How do you validate data before retraining?,CI/CD for ML
What is an ML release pipeline?,CI/CD for ML
How do you perform drift-aware deployment?,CI/CD for ML
What is continuous validation?,CI/CD for ML
How to integrate continuous feedback loops?,CI/CD for ML
How do you track ML metadata automatically?,CI/CD for ML
What is a recommendation system?,Recommendation Systems
What are the two main types of recommender systems?,Recommendation Systems
What is collaborative filtering?,Recommendation Systems
What is content-based filtering?,Recommendation Systems
What is a user-item matrix?,Recommendation Systems
What is implicit feedback?,Recommendation Systems
What is explicit feedback?,Recommendation Systems
What is cold start problem?,Recommendation Systems
What is popularity-based recommendation?,Recommendation Systems
What is similarity in recommendations?,Recommendation Systems
What is Pearson correlation in CF?,Recommendation Systems
What is item-based collaborative filtering?,Recommendation Systems
What is user-based collaborative filtering?,Recommendation Systems
What is matrix factorization?,Recommendation Systems
What are latent factors?,Recommendation Systems
What is SVD in recommendations?,Recommendation Systems
What is RMSE used for?,Recommendation Systems
What is precision@k?,Recommendation Systems
What is recall@k?,Recommendation Systems
What is MAP in recommender evaluation?,Recommendation Systems
What is A/B testing for recommender systems?,Recommendation Systems
What is a recommendation candidate?,Recommendation Systems
What is factorization machines used for?,Recommendation Systems
What is a session-based recommender?,Recommendation Systems
What is context-aware recommendation?,Recommendation Systems
What is hybrid recommender?,Recommendation Systems
What is diversity in recommendations?,Recommendation Systems
What is serendipity in recommendations?,Recommendation Systems
How do you handle cold start for new users?,Recommendation Systems
How do you handle cold start for new items?,Recommendation Systems
What is ALS (Alternating Least Squares)?,Recommendation Systems
